GameID,GameDate,VisHome,PlayerTeam,PlayerName,PlayerNumber,Class,GamesPlayed,GamesStarted,Position,BattingHand,ThrowingHand,Hitter_AtBats,Hitter_Runs,Hitter_Hits,Hitter_RunnersBattedIn,Hitter_StrikeOuts,Hitter_CaughtStealing,Hitter_HomeRun,Hitter_Doubles,Hitter_StolenBases,Hitter_BaseOnBalls,Field_Errors,Pitcher_Appearances,Pitcher_InningsPitched,Pitcher_Hits,Pitcher_Runs,Pitcher_BaseOnBalls,Pitcher_StrikeOuts,Pitcher_BattersFaced,Pitcher_AtBats,Pitcher_Pitches,Pitcher_Strikes
SFTB_20250206_1100,2025-02-06,V,Clemson,Kennedy Ariail,1,SO,1,0,pr,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Brooke McCubbin,2,SR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Kylee Johnson,3,SO,1,1,lf,R,R,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Aby Vieira,4,SR,1,1,c,L,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Marian Collins,5,FR,1,1,ss,L,R,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Reese Basinger,7,SR,1,1,p,L,R,0,0,0,0,0,0,0,0,0,0,0,1,6,6,3,0,3,26,25,84,57
SFTB_20250206_1100,2025-02-06,V,Clemson,Madi Lardizabal,8,FR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,J. Brockenbrough,9,JR,1,1,cf,L,R,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Riley Burton,10,SO,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Haylee Whitesides,11,SO,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Julia Knowler,12,SO,1,1,1b,L,R,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Abi Stuart,13,SR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Macey Cintron,16,FR,1,1,dp,R,R,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Ava Wilson,17,FR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Brook Melnychuk,19,SR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Sam Minish,20,FR,1,1,rf,L,L,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Jadeyn Ruszkowski,21,JR,0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Taylor Pipkins,22,FR,1,1,2b,R,R,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Alex Brown,25,SR,1,1,3b,L,R,4,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Riley Fennell,27,FR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Maddie Moore,28,SR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,V,Clemson,Olivia Duncan,44,SO,0,0,"",R,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Whitten,0,JR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Pickens,1,FR,1,1,2b,R,R,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Strain,2,SR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Llamas,3,FR,1,0,ph,L,L,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Binford,4,SR,1,1,p/3b,R,R,3,0,1,0,1,0,0,0,0,0,0,1,3.1,5,2,1,0,16,14,48,29
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Lansdell,5,SR,1,1,cf,R,R,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Pone,6,SR,1,1,lf,L,R,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Davis,8,FR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Guachino,9,FR,1,0,p,R,R,0,0,0,0,0,0,0,0,0,0,0,2,3.2,0,0,2,5,13,11,42,28
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Ferguson,10,SR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Duke,12,FR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Herndon,14,FR,0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Cooper,15,SR,0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Lopez,16,SR,0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Mackay,20,JR,1,1,1b,R,R,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Thompson,21,SO,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Malvin,22,JR,1,1,rf,L,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Roman,23,SR,1,1,dp,R,R,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Beautae,24,SR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Grisham,25,SO,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,DeLeon,26,SR,1,1,3b/ss,R,R,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Starr,28,JR,1,1,ss,L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Brady,31,SR,1,1,c,R,R,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Rosales,33,SO,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Connors,34,FR,0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1100,2025-02-06,H,Ole Miss,Jordan,82,FR,0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Kennedy Ariail,1,"",1,0,pr,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Brooke McCubbin,2,"",1,1,p,R,R,0,0,0,0,0,0,0,0,0,0,0,1,6.1,5,3,2,5,28,26,69,50
SFTB_20250206_1345,2025-02-06,H,Clemson,Kylee Johnson,3,"",1,1,lf,R,R,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Aby Vieira,4,"",1,1,c,L,R,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Marian Collins,5,"",1,1,ss,L,R,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Reese Basinger,7,"",1,0,p,L,R,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,1,1,3,2,14,9
SFTB_20250206_1345,2025-02-06,H,Clemson,Madi Lardizabal,8,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,J. Brockenbrough,9,"",1,1,cf,L,R,2,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Riley Burton,10,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Haylee Whitesides,11,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Julia Knowler,12,"",1,1,1b,L,R,3,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Abi Stuart,13,"",1,0,ph,R,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Macey Cintron,16,"",1,1,dp,R,R,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Ava Wilson,17,"",1,1,rf,L,R,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Brook Melnychuk,19,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Sam Minish,20,"",1,0,rf,L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Jadeyn Ruszkowski,21,"",0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Taylor Pipkins,22,"",1,1,2b,R,R,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Alex Brown,25,"",1,1,3b,L,R,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Riley Fennell,27,"",1,0,pr,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Maddie Moore,28,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,H,Clemson,Olivia Duncan,44,"",0,0,"",R,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,S. Roszak,1,"",1,1,2b,R,R,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,K. Diggs,2,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,P. Limbaugh,4,"",1,1,cf,L,R,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,K. Stafford,5,"",1,1,3b,R,R,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,C. Bagshaw,6,"",1,1,1b,R,R,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,A. Wallace,7,"",0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,C. Yingling,10,"",1,0,ph,R,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,L. Ludwig,11,"",1,1,p,R,R,0,0,0,0,0,0,0,0,0,0,0,1,1.2,4,4,3,0,12,9,54,25
SFTB_20250206_1345,2025-02-06,V,Kansas,S. Flanagan,12,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,B. Weber,13,"",1,1,lf,L,R,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,K. Griggs,14,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,J. Murphy,15,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,K. Brooks,16,"",1,0,p,R,R,0,0,0,0,0,0,0,0,0,0,1,2,4.1,1,0,2,2,19,16,85,59
SFTB_20250206_1345,2025-02-06,V,Kansas,K. Washingto,17,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,N. Marshall,18,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,E. Tatum,20,"",1,0,pr,L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,H. Webb,21,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,A. Soles,22,"",0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,O. Bruno,23,"",1,1,dp,R,R,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,B. Amezcua,25,"",1,1,c,R,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,M. Hays,36,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,A. Linduff,39,"",1,1,rf,L,R,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250206_1345,2025-02-06,V,Kansas,H. Cripe,41,"",1,1,ss,R,R,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Kennedy Ariail,1,"",1,0,pr,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Brooke McCubbin,2,"",1,0,p,R,R,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,1,16,15,38,27
SFTB_20250207_1945,2025-02-07,V,Clemson,Kylee Johnson,3,"",1,1,lf,R,R,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Aby Vieira,4,"",1,1,c,L,R,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Marian Collins,5,"",1,1,ss,L,R,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Reese Basinger,7,"",1,1,p,L,R,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,0,2,12,12,52,34
SFTB_20250207_1945,2025-02-07,V,Clemson,Madi Lardizabal,8,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,J. Brockenbrough,9,"",1,1,cf,L,R,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Riley Burton,10,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Haylee Whitesides,11,"",1,0,pr,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Julia Knowler,12,"",1,1,1b,L,R,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Abi Stuart,13,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Macey Cintron,16,"",1,1,dp/p,R,R,3,0,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,3,3,11,7
SFTB_20250207_1945,2025-02-07,V,Clemson,Ava Wilson,17,"",1,1,rf,L,R,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Brook Melnychuk,19,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Sam Minish,20,"",0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Jadeyn Ruszkowski,21,"",0,0,"",L,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Taylor Pipkins,22,"",1,1,2b/pr,R,R,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Alex Brown,25,"",1,1,3b,L,R,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Riley Fennell,27,"",1,0,ph,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Maddie Moore,28,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,V,Clemson,Olivia Duncan,44,"",0,0,"",R,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,G. Sacco,0,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,J. Mora,1,"",1,1,3b,L,R,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,K. Channell,2,"",1,1,ss,R,R,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,A. Ota,4,"",1,0,pr/rf,L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,A. Segedi,6,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,E. Ching,7,"",1,1,1b,R,R,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,B. Kuczynski,8,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,K. Hammonds,9,"",1,1,cf,L,L,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,C. Dammeier,10,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,B. Cimino,12,"",1,0,1b,R,R,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,S. Camacho,13,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,C. Guthrie,15,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,K. Shelton,16,"",1,1,dp/rf,R,R,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,E. Williams,17,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,A. Lambert,18,"",1,0,p,R,R,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,5,3,26,13
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,Y. Guzman,21,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,K. Endress,22,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,A. Courtney,23,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,C. Gibson,24,"",1,1,rf/dp,L,R,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,C. Yeatts,25,"",1,1,c,R,R,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,B. Foran,27,"",1,1,lf,R,R,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,D. Johns,33,"",1,1,2b,R,R,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,C. Orland,40,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250207_1945,2025-02-07,H,Florida Atlantic,J. Martinez,77,"",1,1,p,L,L,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,3,10,28,22,98,67
SFTB_20250208_1145,2025-02-08,H,Clemson,Kennedy Ariail,1,"",1,0,ph,R,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Brooke McCubbin,2,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Kylee Johnson,3,"",1,1,lf,R,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Aby Vieira,4,"",1,1,c,L,R,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Marian Collins,5,"",1,1,ss,L,R,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Reese Basinger,7,"",0,0,"",L,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Madi Lardizabal,8,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,J. Brockenbrough,9,"",1,1,cf,L,R,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Riley Burton,10,"",0,0,"",R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFTB_20250208_1145,2025-02-08,H,Clemson,Haylee Whitesides,11,"",1,0,pr,R,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
